score,model,creator_idx,mean,lower,upper,y_sd,creator,mean_std,lower_std,upper_std,model_pretty,date_function,has_label,has_creator,score_label
score_bert_logit,label_date_linear_creator,12,0.02535013835253086,-0.5879231183676383,0.722071426492071,4.390385762811726,"Apuleius, Lucius",0.005774011606737701,-0.13391149437199248,0.16446651057597186,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,13,-0.06813009755025781,-0.8618769829291486,0.4519402890828175,4.390385762811726,Arator,-0.015518020791554633,-0.19631008059236654,0.10293862851663912,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,14,0.021800131101690847,-0.593022345468887,0.7074288873835929,4.390385762811726,Arbonius Silo,0.004965424971615577,-0.13507294745988307,0.1611313733239094,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,15,-0.12622096526227525,-0.9807052262792654,0.38659848119565976,4.390385762811726,argumenta Plautina,-0.028749402007316963,-0.22337563924022802,0.08805569762691451,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,16,-0.041298401610652624,-0.78007270897665415,0.5541145673670292,4.390385762811726,Arnobius,-0.00940655419404512,-0.17767748692704255,0.1262109065815116,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,17,0.03266142054789531,-0.5751031936250073,0.7511125286119908,4.390385762811726,Asinius Pollio,0.0074393054078642105,-0.13099149475573532,0.17108121454251377,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,18,0.010495826163351943,-0.6079850771083214,0.6613371104380829,4.390385762811726,Atilius,0.0023906387115810346,-0.13848101509853447,0.15063303002662437,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,19,-0.032968716615249395,-0.74097629395017806,0.567003316621094,4.390385762811726,Atta,-0.007509298361548828,-0.1687724801375167,0.12914658238550072,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,20,0.09818574581020213,-0.42673992970586183,0.9651071013980307,4.390385762811726,Augustinus Hipponensis,0.022363808356403114,-0.09719873212976293,0.21982284781735195,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,21,0.020253202951719857,-0.5951124431292062,0.7008779402154055,4.390385762811726,"Augustus, Gaius Iulius Caesar Octavianus",0.004613080500413508,-0.13554900987745538,0.15963926134967776,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
